"","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"8419","1108373391","战姬物语-亚洲顶级画师操刀,颜值爆表手游",441995264,"USD",0.99,0,0,0,0,"1.0.2","9+","Games",40,5,1,1
"8420","1108384425","Symmetrica - Minimalistic arcade game",31446016,"USD",0,200,2,4.5,5,"2.3","4+","Games",38,5,1,1
"8421","1108402751","捨て猫レスキュー",75713536,"USD",0,0,0,0,0,"1.4","9+","Games",38,5,5,1
"8422","1108417718","PinOut!",118693888,"USD",0,5003,3214,4,4,"1.0.2","4+","Games",40,5,12,1
"8424","1108465034","Escape from the grandma house in the countryside.",85974016,"USD",0,5,5,3.5,3.5,"1.0.1","4+","Games",38,5,1,1
"8425","1108475553","Jade Empire™: Special Edition",3896109056,"USD",9.99,206,64,4.5,4.5,"1.0.2","17+","Games",37,4,10,1
"8426","1108482394","The interactive Legend of Sleepy Hollow: iIrving",307137536,"USD",2.99,64,12,5,5,"1.0.2","9+","Book",37,5,3,1
"8427","1108507977","Living Legends: Bound by Wishes - A Hidden Object Mystery (Full)",1536766976,"USD",6.99,153,153,4.5,4.5,"1.0.0","9+","Games",37,4,5,1
"8428","1108549870","Choice of the Pirate",34397184,"USD",4.99,92,3,4.5,5,"1.1.0","12+","Games",38,5,1,1
"8429","1108580508","Running Man Challenge - Game",30601216,"USD",0,1360,108,3.5,3.5,"1.0.3","4+","Games",40,2,1,1
"8430","1108583427","Fitmoji by Shaun T",9736192,"USD",1.99,45,3,4,2.5,"1.0.5","9+","Entertainment",37,4,1,1
"8431","1108623942","Royal Detective: Legend of The Golem - A Hidden Object Adventure (Full)",602065920,"USD",6.99,72,39,4.5,4.5,"1.0.2","9+","Games",37,5,5,1
"8432","1108697438","Slaymoji - Emoji Keyboard & iMessage Stickers",35466240,"USD",0,336,0,4.5,0,"1.0.6","17+","Entertainment",37,5,1,1
"8434","1108733742","Note Always - a notebook designed for Apple Pencil",22431744,"USD",14.99,6,3,3.5,4.5,"1.12","4+","Productivity",16,5,16,1
"8435","1108774944","らぶいずふぉーえばー #泣けるピアノゲーム",106721280,"USD",0,0,0,0,0,"1.1.6","4+","Games",37,3,31,1
"8436","1108780504","HIT - Heroes of Incredible Tales",146959360,"USD",0,1765,24,4.5,4.5,"1.24.130666","12+","Games",37,5,10,1
"8438","1108787635","Fabe Bird - The Flappy Challenge Adventure",11824128,"USD",0,9,2,3.5,3,"1.2","4+","Entertainment",40,4,31,1
"8447","1108939718","猎魔传奇-塔塔&推塔挂机私服手游",255946752,"USD",0,0,0,0,0,"1.2.3","12+","Games",40,5,1,1
"8448","1108964305","Mars: Mars",157614080,"USD",0,6116,291,4.5,5,"11","9+","Games",38,5,1,1
"8449","1109008912","Craft Royale: Clash of Pixels",222895104,"USD",0,2285,192,4,4.5,"2.7","9+","Games",37,5,1,1
"8450","1109024890","Legend of the Skyfish",503228416,"USD",3.99,95,23,3.5,4,"1.06","9+","Games",37,5,1,1
"8451","1109043621","Baby Beat - Fetal Heartbeat Monitor",16805888,"USD",4.99,166,21,1.5,3,"1.2.0","4+","Lifestyle",37,0,9,1
"8461","1109425556","Tinycards - Learn with Fun, Free Flashcards",48802816,"USD",0,1131,299,4.5,4.5,"1.0.19","12+","Education",37,5,1,1
"8464","1109444394","Respeck on my Name",33304576,"USD",0,155,60,4.5,4,"1.2","4+","Games",38,5,1,1
"8465","1109489005","ASA's Sailing Challenge",276637696,"USD",3.99,104,74,4,4.5,"1.1","4+","Education",37,4,1,1
"8467","1109545844","Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full)",1642020864,"USD",6.99,69,69,3.5,3.5,"1.0.0","9+","Games",24,5,4,1
"8468","1109668092","脱出ゲーム　大正ロマン　女記者脱出譚",145041408,"USD",0,0,0,0,0,"1.0.3","4+","Games",38,5,1,1
"8469","1109674878","放置江湖: 大侠的成长之路（高自由度的武侠体验）",89223168,"USD",0.99,10,2,2,5,"1.07","4+","Games",40,4,1,1
"8472","1109751921","Really Bad Chess",70149120,"USD",0,1015,600,4.5,4.5,"1.1.2","4+","Games",40,5,1,1
"8473","1109781792","Flip Heroes",53690368,"USD",0,32,32,4,4,"1.1","4+","Games",38,5,13,1
"8474","1109788041","Polyforge",91620352,"USD",0,1744,570,4.5,4.5,"1.1","4+","Games",40,5,11,1
"8476","1109830748","Pewdiebot",76777472,"USD",0.99,151,151,4,4,"1.0.1","12+","Games",37,4,1,1
"8478","1110057737","Cosmojis",29972480,"USD",0,134,0,3,0,"1.2","12+","Lifestyle",37,0,1,1
"8480","1110261314","Face Filters - Dog & Other Funny Face Effects",37760000,"USD",0,329,82,4,4,"2.4","17+","Entertainment",38,4,5,1
"8482","1110273623","Free Music - MP3 Streamer & Playlist Manager Pro",10542080,"USD",0,13443,1229,4.5,4.5,"2.3","4+","Music",37,5,1,1
"8484","1110286206","MOBA Legends",699091968,"USD",0,1815,67,4,4,"1.3.1","9+","Games",37,5,0,1
"8486","1110368735","Risky Rooms",24167424,"USD",0,10,1,3.5,5,"1.2","4+","Games",40,5,1,1
"8487","1110376793","voi",20856832,"USD",0.99,308,192,4.5,4.5,"1.1.0","4+","Games",43,5,12,1
"8489","1110429957","Jamie Oliver's Ultimate Recipes",49263616,"USD",6.99,29,0,4.5,0,"3.6.1","12+","Food & Drink",37,5,2,1
"8490","1110447884","Shadow Wolf Mysteries: Curse of Wolfhill (Full)",997129216,"USD",6.99,39,39,4,4,"1.0","9+","Games",37,5,5,1
"8491","1110480334","Dunkers",54802432,"USD",0,1495,467,4,4,"1.2","4+","Games",38,5,1,1
"8492","1110512888","DRAGON MODS MINE EDITION FOR MINECRAFT GAME PC",115707904,"USD",0.99,318,23,4,3.5,"1.1","12+","Reference",38,3,1,1
"8494","1110631870","果冻星连萌-全球极具诱惑益智游戏,好玩的闯关游戏,2016最新休闲益智游戏",69188608,"USD",0.99,0,0,0,0,"1.1.2","4+","Games",37,5,2,1
"8496","1110639444","LightX",53415936,"USD",1.99,147,73,3.5,4,"2.1","4+","Photo & Video",37,0,21,1
"8501","1110657008","帝国征服者-王者联盟列国纷争",83196928,"USD",0,0,0,0,0,"3.1.0","12+","Games",40,5,0,1
"8506","1110700363","Being SalMan: The Official Game",173696000,"USD",0,33,16,4.5,5,"1.1.0","12+","Games",37,5,1,1
"8520","1111311076","Open Sorcery",18822144,"USD",2.99,19,0,5,0,"10","12+","Games",37,1,1,1
"8522","1111420122","Hear My Baby - Baby Heartbeat Monitor App",17641472,"USD",3.99,12,0,3.5,0,"1.2","4+","Medical",37,0,4,1
"8523","1111428249","当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫",25418752,"USD",0,1,1,3,3,"1.0.3","17+","Entertainment",37,0,1,1
"8527","1111486949","PROmoji",59741184,"USD",1.99,857,102,4,3.5,"2.1","9+","Utilities",37,0,1,1
"8528","1111487818","天天麻将-有奖励的麻将玩法全集",87851008,"USD",0,2,2,5,5,"3.91","17+","Games",40,4,1,1
"8531","1111504185","Stephen Hawking's Pocket Universe",159013888,"USD",4.99,11,9,4.5,4.5,"1.02","4+","Education",37,0,1,1
"8532","1111504254","Simplissime: The easiest cooking app in the world",115209216,"USD",2.99,0,0,0,0,"1.0.7","17+","Food & Drink",40,5,16,1
"8538","1111617387","Mutant Creatures Mod for Minecraft PC Edition - Pocket Mods Guide",27025408,"USD",1.99,346,11,4,2.5,"1.1","4+","Reference",38,4,1,1
"8540","1111665247","Ketchapp Basketball",72118272,"USD",0,5833,1862,4.5,4.5,"1.2","4+","Games",38,5,1,1
"8546","1111873503","Gymoji",60990464,"USD",0.99,78,25,3,3,"1.1.2","9+","Entertainment",37,0,1,1
"8547","1111876388","T-Mobile Tuesdays",78128128,"USD",0,3213,2,2.5,1.5,"3.5.0","17+","Lifestyle",38,0,1,1
"8548","1111957680","CARS MOD FOR MINECRAFT PC EDITION - POCKET MINE GUIDE",24840192,"USD",1.99,200,200,4,4,"1.0","4+","Entertainment",38,4,1,1
"8550","1112040900","シルエットクイズ～人気マンガ・映画アニメキャラ・芸能人で暇つぶし脳トレ",37047296,"USD",0,0,0,0,0,"1.0.1","4+","Games",37,0,2,1
"8553","1112052555","性教育そうだったのか！世界一まなべる保健体育クイズ(画像付き)",48430080,"USD",0,0,0,0,0,"1.0.1","17+","Education",37,0,2,1
"8557","1112068171","My Town : Dance School",346255360,"USD",2.99,141,21,4,4,"1.2","4+","Entertainment",37,5,1,1
"8560","1112071865","派派激情版-寂陌陌声人交友神器",50076672,"USD",0,0,0,0,0,"2.5.0","17+","Social Networking",38,0,1,1
"8561","1112071930","Kubo: A Samurai Quest ™ - Match, Collect, Battle!",191382528,"USD",0,668,16,4,4.5,"3.1.1","4+","Games",37,5,1,1
"8563","1112081391","Head Soccer France 2016",251595776,"USD",0,135,18,4.5,4.5,"1.1.0","4+","Games",38,5,12,1
"8567","1112156258","Comblosion",21171200,"USD",1.99,4,4,5,5,"1.0","4+","Games",38,5,10,1
"8568","1112162323","Highlights Monster Day",37062656,"USD",0,49,1,5,5,"1.0.7","4+","Education",37,5,10,1
"8569","1112208725","PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT",11141120,"USD",1.99,296,55,4,3.5,"1.0","4+","Entertainment",38,4,1,1
"8571","1112307917","Geometry Dash World",64278528,"USD",0,5114,5114,4.5,4.5,"1.0","4+","Games",37,5,1,1
"8572","1112350146","Night Terrors: The Beginning",124721152,"USD",0,954,307,4,4,"1.6.0","12+","Entertainment",37,0,1,1
"8574","1112382631","Burnout City",176272384,"USD",0,82,69,4,4,"1.3","4+","Games",40,5,8,1
"8578","1112433234","Timelines - Time Tracking",10715136,"USD",7.99,43,6,4,5,"1.4.1","4+","Productivity",25,0,1,1
"8579","1112477374","Smelly Baby - Farty Party",110398464,"USD",0,32,32,4,4,"1.0","4+","Games",38,5,11,1
"8580","1112481571","Star Walk 2 Ads+ Night Sky Map - Stars and Planets",234468352,"USD",0,161,30,4,4,"2.3.8","4+","Education",37,5,12,1
"8581","1112500249","单机群侠传-金庸群侠传口袋版",153306112,"USD",0,30,4,5,5,"3.2.1","9+","Games",38,5,1,1
"8582","1112532917","Perchang",315626496,"USD",1.99,839,507,3.5,4,"2.02","4+","Games",37,5,11,1
"8585","1112540727","Tiki Taka World Soccer",135481344,"USD",2.99,9,8,2,2,"1.02","4+","Games",40,5,1,1
"8586","1112551222","Wars Of Warlords : Mini Game With Worldwide Multiplayer",132612096,"USD",0.99,69,69,3,3,"1.0","12+","Games",43,5,1,1
"8587","1112581194","Mods for Minecraft PC Edition - Mod Installer Pocket Guide",18440192,"USD",1.99,80,80,3.5,3.5,"1.0","4+","Utilities",38,4,1,1
"8589","1112690545","GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.",218911744,"USD",2.99,24,10,4.5,4,"1.04","4+","Education",38,5,1,1
"8590","1112701216","VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide",12445696,"USD",1.99,159,159,4,4,"1.0","4+","Entertainment",38,3,1,1
"8594","1112826311","镜花缘：两世英雄情缘,数年问仙修道",334434304,"USD",0,0,0,0,0,"1.4.7","12+","Games",40,5,1,1
"8596","1112851561","iSNOB 小众精品爱好者的私藏Top 10",27131904,"USD",0.99,0,0,0,0,"1.1.2","17+","Lifestyle",37,0,2,1
"8599","1112858566","Nerve — Truth or Dare Dirty Houseparty Party Games",89057280,"USD",0,6658,130,4,4.5,"2.0.1","17+","Lifestyle",37,4,7,1
"8600","1112861301","Snot & Fluff - A Space Adventure",294865920,"USD",2.99,21,6,4.5,4.5,"1.2.1","4+","Book",40,5,6,1
"8606","1112922482","SBK16 - Official Mobile Game",333368320,"USD",0,249,52,4.5,4,"1.0.6","4+","Games",38,5,8,1
"8614","1112989865","Chat for Whatsapp - iPad Version",24287232,"USD",0,5060,4189,3.5,3.5,"1.2","12+","Social Networking",24,2,1,1
"8619","1113205946","ZuumSpeed Customizable Speedometer + HUD",23527424,"USD",0.99,0,0,0,0,"2.0.1","4+","Navigation",37,0,1,1
"8620","1113223808","Rival Stars College Football",271124480,"USD",0,1132,51,4,4.5,"1.3.2","4+","Games",37,5,22,1
"8628","1113304677","キモゲーいや、きも毛ー",9795584,"USD",0,0,0,0,0,"1.0","4+","Games",40,4,2,1
"8630","1113359219","RAMP-光を灯す孤独な物語- #無料アクションゲーム",264383488,"USD",0,0,0,0,0,"1.1.1","4+","Games",37,4,1,1
"8631","1113413855","人众金服[回馈版]-高收益理财软件",32704512,"USD",0,0,0,0,0,"3.0.6","4+","Finance",38,0,1,1
"8633","1113473319","BOSS Tuner",2565120,"USD",0,13,13,3.5,3.5,"1.0.0","4+","Music",37,3,2,1
"8639","1113603774","Papa's Taco Mia HD",62189568,"USD",2.99,75,75,4.5,4.5,"1.0.0","4+","Games",24,5,1,1
"8641","1113736426","RollerCoaster Tycoon® Classic",424826880,"USD",5.99,1794,60,4,3.5,"1.1.6","4+","Games",38,5,5,1
"8642","1113756219","Doggy Box",89756672,"USD",0,360,88,4,4,"1.2","4+","Games",40,3,1,1
"8644","1113883640","VR Death Simulator",194632704,"USD",0,22,22,2,2,"1.0","17+","Entertainment",40,4,1,1
"8645","1113891385","マジ死にゲー",56744960,"USD",0,0,0,0,0,"1.1","4+","Games",40,4,2,1
"8649","1113923256","まんが一本道〆",185382912,"USD",4.99,0,0,0,0,"1.0.1","4+","Games",38,5,1,1
"8650","1113936701","创客金融-高收益银行存管投资理财平台",66637824,"USD",0,0,0,0,0,"3.4.6","4+","Finance",38,0,2,1
"8653","1113943452","Soccer Sumos - Multiplayer party game!",68797440,"USD",0.99,6,3,3,3.5,"1.1.8","4+","Games",38,5,1,1
"8654","1113946899","NINE 対戦型脳トレ -目指せ賞金王！-",48146432,"USD",0,0,0,0,0,"1.0.3","17+","Games",37,4,42,1
"8657","1114046971","Lucky Block Mod for Minecraft PC Edition - Pocket Guide",11767808,"USD",1.99,14,12,2,2,"1.1","4+","Games",38,5,1,1
"8658","1114061571","EmojiMom - An Emoji App for the Modern Mom",5844992,"USD",0,110,10,2.5,3.5,"1.7","12+","Entertainment",37,0,1,1
"8661","1114127463","Reigns",128684032,"USD",2.99,3017,120,4.5,4.5,"1.06","12+","Games",37,5,11,1
"8662","1114130722","2-bit Cowboy Rides Again",29696000,"USD",1.99,25,13,4.5,4.5,"1.03","9+","Games",37,5,1,1
"8664","1114170869","Day of the Tentacle Remastered",2779450368,"USD",4.99,255,42,5,4.5,"1.2","12+","Games",37,5,5,1
"8665","1114234507","StephMoji by Steph Curry",66413568,"USD",1.99,888,106,4.5,4.5,"1.2","4+","Utilities",37,0,1,1
"8666","1114245788","Funny Face - Filters Pic Swap Effects Photo Editor",132928512,"USD",0,343,35,4.5,4,"1.7","4+","Entertainment",37,3,1,1
"8667","1114261491","Aussie Rules Hero - Footy Goal Kicking Game",23707648,"USD",0,12,0,3.5,0,"2.1","4+","Games",40,5,1,1
"8668","1114284578","ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】",150763520,"USD",7.99,0,0,0,0,"1.1.2","9+","Games",37,0,2,1
"8669","1114288419","视吧-全民手机直播",170616832,"USD",0,0,0,0,0,"2.60","17+","Social Networking",37,0,2,1
"8670","1114312105","Consultant Aide",27880448,"USD",7.99,881,38,3.5,2.5,"1.3.2","4+","Business",37,5,1,1
"8672","1114434026","やる夫のチャリ",45884416,"USD",0,0,0,0,0,"1.0","4+","Games",40,4,2,1
"8686","1114483079","Pokedex for Pokemon Go",20184064,"USD",0.99,7,0,3,0,"2.7","4+","Entertainment",37,3,1,1
"8688","1114493266","Crusader Kings: Chronicles",111983616,"USD",4.99,11,5,2,2,"1.2","17+","Games",40,5,1,1
"8690","1114594263","Heroes of Loot 2",63109120,"USD",3.99,51,1,4,4,"1.1.4","9+","Games",38,5,1,1
"8691","1114606759","Crap! I'm Broke: Out of Pocket",46360576,"USD",1.99,30,7,3.5,4.5,"1.1.4","12+","Games",40,5,1,1
"8693","1114681193","Snake.io - Worm.io - Agar Slither Snake Battle",61143040,"USD",0,5768,1963,4.5,4.5,"1.0.5","4+","Entertainment",38,4,1,1
"8694","1114692553","TIME LOCKER - Shooter",55975936,"USD",0,627,5,4.5,5,"1.6.1","9+","Games",37,5,10,1
"8698","1114710947","Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor",5553152,"USD",0,352,325,4,4,"1.0.2","4+","Photo & Video",38,5,1,1
"8701","1114718412","3D Dubai Parking Simulator Drive Real Extreme Super Sports Car",306912256,"USD",0,166,166,4.5,4.5,"1.0","4+","Games",38,5,1,1
"8704","1114748413","iOAK",3393536,"USD",1.99,0,0,0,0,"1.1.1","4+","Education",37,4,2,1
"8705","1114751883","diep.io",32992256,"USD",0,9397,1113,4,4,"1.2.4","9+","Games",40,5,1,1
"8708","1114811228","New Star Soccer G-Story",82401280,"USD",0.99,9,6,3.5,3,"1.0.5","4+","Games",40,5,1,1
"8710","1114886979","Toca Life: Vacation",300401664,"USD",2.99,1730,493,4.5,4.5,"1.0.3","4+","Education",38,5,18,1
"8711","1114893521","Blade Sliders",118496256,"USD",0,136,136,4,4,"1.0.0","12+","Games",38,3,11,1
"8712","1114916686","Limite Limite",15981568,"USD",0,0,0,0,0,"3.3","17+","Games",40,2,1,1
"8713","1114921009","NBA 2K17",2950687744,"USD",7.99,2408,398,3,3,"1.07","4+","Games",25,5,1,1
"8714","1115010672","kubic",334576640,"USD",1.99,30,0,4,0,"1.6","4+","Games",37,5,12,1
"8715","1115022026","The Secret To Money",25714688,"USD",4.99,715,118,4.5,4.5,"1.1.4","4+","Lifestyle",37,5,1,1
"8719","1115078893","英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生",313449472,"USD",0,0,0,0,0,"1.0.1","4+","Games",38,5,1,1
"8720","1115083152","脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】",69318656,"USD",0,0,0,0,0,"1.2.0","4+","Games",40,0,1,1
"8723","1115092415","街机格斗王",301804544,"USD",0,1,1,5,5,"1.6.0","9+","Games",38,5,1,1
"8726","1115111967","Collageable PRO - Photo Collage",69005312,"USD",1.99,202,105,4,4,"1.2","4+","Photo & Video",37,0,11,1
"8728","1115128108","RedStory - Little Red Riding Hood",251451392,"USD",0,185,63,3.5,4,"1.2.0","4+","Games",37,5,24,1
"8734","1115223015","Triennale Game Collection",427578368,"USD",0,56,10,2.5,3,"1.8","9+","Games",37,5,2,1
"8736","1115245945","Smart Matches ~ Puzzles with Matchsticks",28306432,"USD",0,1,1,5,5,"1.1","4+","Games",37,4,15,1
"8737","1115249449","Fight List",38133760,"USD",0,4702,15,3.5,4,"2.29.0","4+","Games",37,0,3,1
"8739","1115415865","Skyscrapers by Tinybop",208843776,"USD",2.99,127,14,3,4,"1.1.0","4+","Education",38,5,58,1
"8745","1115633942","Quell Zen+",98282496,"USD",2.99,73,51,5,5,"1.01","4+","Games",37,5,1,1
"8746","1115647211","IllumiMoji",20946944,"USD",0.99,14,8,3,4,"1.2","17+","Reference",37,4,1,1
"8747","1115681877","TRANSPORT MODS for MINECRAFT Pc EDITION",32416768,"USD",1.99,754,44,4.5,4,"1.02","4+","Navigation",37,2,2,1
"8748","1115733806","Hand of God - Top Clicker & Tap Games",162750464,"USD",0,5141,140,4.5,4.5,"1.4","12+","Games",37,5,1,1
"8749","1115848946","DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE",27295744,"USD",1.99,413,406,4,4,"1.1","4+","Reference",38,4,1,1
"8752","1115911787","Slots: VIP Deluxe Slots Machines - Free Slot Games",169353216,"USD",0,2732,135,5,5,"1.112","12+","Games",40,5,10,1
"8755","1115978213","微火车票-查机票订酒店春运特价随行",48801792,"USD",0.99,0,0,0,0,"2.2","4+","Travel",37,0,1,1
"8756","1115981170","好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム",37828608,"USD",0,1,1,1,1,"1.1.0","9+","Games",38,5,16,1
"8759","1116025351","Dr. Panda Farm",98934784,"USD",2.99,28,28,4,4,"1.0","4+","Education",38,5,20,1
"8760","1116026071","Dr. Panda Hoopa City 2",170365952,"USD",3.99,31,9,4.5,4.5,"1.2","4+","Education",40,5,20,1
"8761","1116027365","Mystic Messenger",405535744,"USD",0,6754,70,4.5,4.5,"1.7.5","12+","Games",37,0,1,1
"8762","1116046099","Fancy Cats",281761792,"USD",0,966,2,4.5,5,"2.7.2","4+","Games",37,5,1,0
"8763","1116069870","车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家",53552128,"USD",0,0,0,0,0,"3.3.3","17+","Lifestyle",38,0,2,1
"8765","1116112829","Anime Power FX",97897472,"USD",0,807,807,4.5,4.5,"1.0","9+","Photo & Video",37,5,1,1
"8768","1116164772","Tankio - Battle Arena",53370880,"USD",0,4513,9,4,3.5,"1.3.7","4+","Games",40,1,1,1
"8769","1116214450","3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE",19122176,"USD",1.99,268,268,4.5,4.5,"1.0","4+","Utilities",38,4,1,1
"8770","1116215882","Glitch Fixers - The Powerpuff Girls",272637952,"USD",0,89,56,4,4.5,"1.0.1","9+","Games",37,5,1,1
"8771","1116249582","Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full)",1452132352,"USD",6.99,104,104,4.5,4.5,"1.0.2","9+","Games",24,5,4,1
"8772","1116253995","Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full)",1805248512,"USD",6.99,79,79,4.5,4.5,"1.0.0","9+","Games",24,5,4,1
"8773","1116271098","Final Cut: Fade To Black - A Mystery Hidden Object Game (Full)",1143723008,"USD",6.99,49,49,4.5,4.5,"1.0.0","9+","Games",37,5,4,1
"8774","1116296327","Slots: Get Rich Slot Machines Casino Slot Games",170819584,"USD",0,1168,5,5,5,"1.117","12+","Games",40,5,10,1
"8775","1116320580","自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",9305088,"USD",0.99,9,8,3,3,"2.2","4+","Photo & Video",38,0,1,1
"8776","1116329647","Football Heroes PRO 2017 - featuring NFL Players",141317120,"USD",0,691,125,4,4,"1.3","9+","Games",37,5,1,1
"8781","1116483214","天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣",218665984,"USD",0.99,0,0,0,0,"1.2","4+","Games",43,5,2,1
"8783","1116494563","Hoverboard Simulator - Endless Hover Board Race",34868224,"USD",0,203,9,4,4.5,"1.2","4+","Games",40,2,1,1
"8784","1116536171","Can You Dab?",73590784,"USD",0,2601,481,4,3.5,"2.0","4+","Games",38,2,1,1
"8785","1116541279","これやったことない人いる？",12624896,"USD",0,0,0,0,0,"1.0.0","4+","Games",38,5,2,1
"8786","1116544191","鴨川等間隔の法則",15758336,"USD",0,0,0,0,0,"1.0.0","4+","Games",38,5,2,1
"8789","1116549013","Face Effects & Filters",13231104,"USD",0,97,7,3,2.5,"1.6","4+","Entertainment",37,2,1,1
"8790","1116549578","不思議雑貨店ローズ ～ほのぼの再建記～",105900032,"USD",0,1,1,5,5,"1.0.5","4+","Games",37,4,4,1
"8795","1116564897","多纳餐厅2",104617984,"USD",2.99,0,0,0,0,"3.1","4+","Education",38,5,1,1
"8796","1116568228","VR-Crazy Car Traffic Racing",210149376,"USD",0,10,1,2,5,"1.11","4+","Games",37,5,1,1
"8803","1116609570","Shopping Mall Girl - Dress Up & Style Game",267441152,"USD",0,2332,322,4.5,4.5,"1.5.0","4+","Games",38,5,11,1
